category,address,price
"Appartement 3 pièces 58 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),276 885 €
"Appartement 3 pièces 63 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),286 702 €
"Appartement 3 pièces 69 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),312 438 €
"Appartement 3 pièces 71 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),321 919 €
"Appartement 4 pièces 61 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),325 000 €
"Appartement 3 pièces 63 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),330 498 €
"Appartement 3 pièces 69 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),349 912 €
"Appartement 3 pièces 80 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),403 370 €
"Appartement 5 pièces 150 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),967 000 €
"Maison 5 pièces 75 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),173 500 €
"Maison 4 pièces 90 m²
Lille 59000",Lille 59000,204 750 €
"Appartement 1 pièce 32 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),134 817 €
"EMBLEM (appartements neufs 1 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),830 000 €
"Maison 6 pièces 192 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),247 500 €
"Appartement 3 pièces 64 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),124 000 €
"Appartement
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),391 000 €
"Appartement 4 pièces 97 m²
Lille 59800 (Vauban - Esquermes)",Lille 59800 (Vauban - Esquermes),443 500 €
"Appartement 5 pièces 99 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),331 000 €
"Appartement 4 pièces 87 m²
Lille 59000 (Fives)",Lille 59000 (Fives),298 000 €
"Appartement 5 pièces 110 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),369 000 €
"VILLA DES ARTS (appartement neuf 3 pièces, 73 m²)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),650 000 €
"Maison 6 pièces 170 m²
Lomme 59160 (Bourg - Délivrance)",Lomme 59160 (Bourg - Délivrance),412 000 €
"Appartement 4 pièces 82 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),248 000 €
"Le Rubix (appartement neuf 3 pièces, 64 m²)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),211 000 €
"Appartement 2 pièces 47 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),238 000 à 298 000 €
"So Home (appartements neufs 4 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),53 000 €
"Appartement 1 pièce 14 m²
Lille 59800 (Fives)",Lille 59800 (Fives),375 000 €
"Maison 5 pièces 125 m²
Lille 59000 (Hellemmes Guinguette)",Lille 59000 (Hellemmes Guinguette),199 800 €
"Appartement 2 pièces 38 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),199 800 €
"Appartement 2 pièces 29 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),86 000 €
"Appartement 1 pièce 14 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),741 600 €
"Maison 7 pièces 260 m²
Lille 59000",Lille 59000,353 700 €
"Appartement 3 pièces 65 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),253 000 €
"Appartement 3 pièces 73 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),227 500 €
"Appartement 3 pièces 71 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),1 050 000 €
"Maison 11 pièces 657 m²
Lille 59000",Lille 59000,181 500 €
"Appartement 2 pièces 40 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),622 820 €
"Appartement 3 pièces 108 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),185 000 €
"Maison 4 pièces 90 m²
Lille 59800 (Hellemmes - Barrière)",Lille 59800 (Hellemmes - Barrière),622 820 €
"Appartement 3 pièces 108 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),129 000 €
"Appartement 2 pièces
Lille 59000 (Moulins)",Lille 59000 (Moulins),171 000 €
"Appartement neuf 5 pièces
Lille 59800 (Fives)",Lille 59800 (Fives),313 900 à 430 900 €
"Programme Immobilier à LILLE (appartements neufs 3 à 4 pièces)
Lille 59000 (Bourg - Délivrance)",Lille 59000 (Bourg - Délivrance),218 000 €
"Appartement 2 pièces
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),459 000 €
"Appartement 3 pièces 79 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),121 000 €
"Appartement 2 pièces 42 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),254 000 €
"Appartement 3 pièces 85 m²
Lille 59000 (Bourg - Délivrance)",Lille 59000 (Bourg - Délivrance),349 500 €
"Maison 4 pièces 99 m²
Lille 59000",Lille 59000,86 000 €
"Appartement 1 pièce 14 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),239 000 €
"Appartement 2 pièces 53 m²
Lille 59800 (Wazemmes)",Lille 59800 (Wazemmes),174 000 €
"Appartement 2 pièces 37 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),139 000 €
"Appartement 2 pièces 33 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),177 000 €
"Appartement 2 pièces 37 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),260 000 €
"Appartement 3 pièces 73 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),88 000 €
"Appartement 1 pièce 15 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),443 500 €
"Appartement 4 pièces 100 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),268 000 €
"Appartement 2 pièces 61 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),295 000 €
"Appartement 4 pièces 95 m²
Lomme 59160",Lomme 59160,284 850 €
"Appartement 2 pièces 49 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),127 500 €
"Appartement 2 pièces 37 m²
Lille 59800 (Moulins)",Lille 59800 (Moulins),243 000 €
"Appartement 4 pièces 72 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),270 000 €
"Appartement 3 pièces 70 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),593 €
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),2 200 €
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),950 €
"Appartement meublé 3 pièces 50 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),605 €
"Appartement meublé 2 pièces 25 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),590 €
"Appartement meublé 1 pièce 33 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),495 €
"Appartement meublé 4 pièces 14 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),495 €
"Appartement meublé 4 pièces 12 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),495 €
"Appartement meublé 4 pièces 10 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),1 485 €
"Appartement meublé 4 pièces 70 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),1 945 €
"Appartement meublé 5 pièces 75 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),495 €
"Appartement meublé 1 pièce 18 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),486 €
"Appartement meublé 5 pièces 18 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),678 €
"Appartement 2 pièces 53 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),1 219 €
"Appartement 5 pièces 125 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),1 019 €
"Appartement 3 pièces 82 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),1 045 €
"Appartement 3 pièces 67 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),779 €
"Appartement 3 pièces 64 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),480 €
"Appartement meublé 4 pièces 80 m²
Lille 59000 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59000 (Hellemmes Centre-ville - Pavé du Moulin),680 €
"Appartement 2 pièces 45 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),800 €
"Appartement meublé 2 pièces 44 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),770 €
"Appartement meublé 2 pièces 27 m²
Lille 59000 (Fives)",Lille 59000 (Fives),740 €
"Appartement 3 pièces 50 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),948 €
"Appartement 3 pièces 80 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),550 €
"Appartement 2 pièces 43 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),1 200 €
"Appartement 3 pièces 87 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),729 €
"Appartement 2 pièces 55 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),2 200 €
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),701 €
"Appartement 2 pièces 40 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),3 200 €
"Appartement meublé 3 pièces 200 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),554 €
"Appartement meublé 1 pièce 16 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),800 €
"Appartement 1 pièce 37 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),630 €
"Studio meublé 15 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),620 €
"Appartement 3 pièces 41 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),944 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),514 €
"Appartement 1 pièce 24 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),630 €
"Appartement 2 pièces 35 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),600 €
"Studio 24 m²
Lille 59000 (Fives)",Lille 59000 (Fives),890 €
"Appartement meublé 2 pièces 42 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),373 €
"Appartement 1 pièce 18 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),574 €
"Appartement 2 pièces 51 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),716 €
"Appartement 2 pièces 50 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),681 €
"Appartement 2 pièces 46 m²
Lille 59000 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59000 (Hellemmes Centre-ville - Pavé du Moulin),692 €
"Appartement 2 pièces 43 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),700 €
"Appartement 2 pièces 46 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),470 €
"Appartement meublé 1 pièce 12 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),764 €
"Appartement 2 pièces 52 m²
Marcq-en-Barœul 59700 (Saint-Maurice - Pellevoisin)",Marcq-en-Barœul 59700 (Saint-Maurice - Pellevoisin),703 €
"Appartement 2 pièces 47 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),673 €
"Appartement 2 pièces 40 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),775 €
"Appartement 3 pièces 68 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),850 €
"Appartement meublé 2 pièces 41 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),575 €
"Appartement 2 pièces 44 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),458 €
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",Lille 59800 (Fives),600 €
"Appartement 2 pièces 44 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),720 €
"Appartement 3 pièces 64 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),925 €
"Appartement 4 pièces 80 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),750 €
"Appartement 3 pièces 53 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),700 €
"Appartement 3 pièces 48 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 408 €
"Appartement 4 pièces 98 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),862 €
"Appartement 4 pièces 77 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 074 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 074 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 075 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 080 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 090 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),925 €
"Appartement 3 pièces 70 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),444 €
"Appartement meublé 1 pièce 18 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),540 €
"Studio 29 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),954 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),955 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),960 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),960 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),970 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),579 €
"Appartement meublé 1 pièce 28 m²
Euralille 59777 (Centre-ville - Euralille)",Euralille 59777 (Centre-ville - Euralille),857 €
"Appartement 2 pièces 54 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),680 €
"Appartement 2 pièces 49 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),952 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),660 €
"Appartement 2 pièces 44 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),479 €
"Studio 23 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),808 €
"Appartement 3 pièces 44 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),939 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),943 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),944 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),948 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),949 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),458 €
"Appartement meublé 1 pièce 22 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),494 €
"Appartement 2 pièces 48 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),890 €
"Appartement 3 pièces 74 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),691 €
"Appartement 2 pièces 38 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),720 €
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),492 €
"Appartement 1 pièce 29 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),629 €
"Appartement 2 pièces 44 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),758 €
"Appartement 2 pièces 49 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),582 €
"Appartement 2 pièces 63 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),640 €
"Appartement meublé 2 pièces 36 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),995 €
"Appartement 3 pièces 86 m²
Lomme 59160 (Mont à Camp - Marais)",Lomme 59160 (Mont à Camp - Marais),419 €
"Studio 19 m²
Lille 59800 (Wazemmes)",Lille 59800 (Wazemmes),687 €
"Appartement 2 pièces 43 m²
Lille 59777 (Centre-ville - Euralille)",Lille 59777 (Centre-ville - Euralille),733 €
"Appartement 2 pièces 48 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),1 800 €
"Appartement 4 pièces 128 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),615 €
"Appartement 2 pièces 49 m²
Lomme 59160 (Mont à Camp - Marais)",Lomme 59160 (Mont à Camp - Marais),1 200 €
"Appartement 4 pièces 86 m²
Marcq-en-Barœul 59700 (Saint-Maurice - Pellevoisin)",Marcq-en-Barœul 59700 (Saint-Maurice - Pellevoisin),458 €
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",Lille 59800 (Fives),720 €
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),1 241 €
"Duplex 5 pièces 89 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),494 €
"Appartement 1 pièce 30 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),590 €
"Appartement 2 pièces 48 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),426 €
"Studio 24 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),718 €
"Appartement 3 pièces 61 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),860 €
"Appartement 3 pièces 60 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),651 €
"Appartement 2 pièces 42 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),590 €
"Appartement 2 pièces 40 m²
Hellemmes-Lille 59260",Hellemmes-Lille 59260,530 €
"Appartement 2 pièces 37 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),540 €
"Appartement 1 pièce 36 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),571 €
"Appartement 2 pièces 57 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),892 €
"Appartement 4 pièces 81 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),1 429 €
"Appartement 5 pièces 128 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),600 €
"Appartement 2 pièces 38 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),495 €
"Appartement 1 pièce 39 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),490 €
"Appartement 1 pièce 39 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),910 €
"Appartement 3 pièces 64 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),1 070 €
"Appartement 3 pièces 77 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),946 €
"Appartement 2 pièces 84 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),1 063 €
"Appartement 5 pièces 94 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),533 €
"Appartement 2 pièces 37 m²
Lille 59000 (Faubourg de Béthune)",Lille 59000 (Faubourg de Béthune),703 €
"Appartement meublé 3 pièces 80 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),691 €
"Appartement 2 pièces 39 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),458 €
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",Lille 59800 (Fives),2 200 €
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),976 €
"Appartement 4 pièces 77 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 284 €
"Appartement 4 pièces 93 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),823 €
"Appartement 3 pièces 67 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),901 €
"Appartement 4 pièces 76 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),792 €
"Appartement 3 pièces 64 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),636 €
"Appartement 2 pièces 41 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 088 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),758 €
"Appartement 3 pièces 75 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),1 140 €
"Appartement meublé 3 pièces 55 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),480 €
"Appartement 1 pièce 24 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),462 €
"Studio 21 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),944 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),949 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),680 €
"Appartement meublé 2 pièces 36 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),650 €
"Appartement 2 pièces 40 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),931 €
"Appartement 4 pièces 71 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),510 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),575 €
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),620 €
"Appartement 2 pièces 38 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),700 €
"Appartement 2 pièces 42 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),570 €
"Appartement meublé 3 pièces 27 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),695 €
"Appartement 2 pièces 52 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),815 €
"Appartement 3 pièces 67 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),910 €
"Appartement 3 pièces 71 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),680 €
"Appartement 2 pièces 49 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),1 027 €
"Appartement 5 pièces 121 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),877 €
"Appartement 2 pièces 86 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),626 €
"Appartement 2 pièces 43 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),935 €
"Appartement 3 pièces 84 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),790 €
"Appartement 2 pièces 48 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),700 €
"Appartement 2 pièces 46 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),530 €
"Appartement meublé 1 pièce 27 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),2 800 €
"Appartement 5 pièces 220 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),519 €
"Appartement meublé 1 pièce 21 m²
Euralille 59777 (Centre-ville - Euralille)",Euralille 59777 (Centre-ville - Euralille),695 €
"Appartement 3 pièces 52 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),518 €
"Studio 35 m²
Lille 59000 (Fives)",Lille 59000 (Fives),540 €
"Studio 36 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),670 €
"Appartement 2 pièces 43 m²
Lille 59000 (Fives)",Lille 59000 (Fives),695 €
"Appartement 2 pièces 40 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),660 €
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),790 €
"Appartement 3 pièces 68 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),490 €
"Appartement 1 pièce 32 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),727 €
"Appartement 2 pièces 48 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),1 262 €
"Maison 4 pièces 90 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),890 €
"Appartement 3 pièces 68 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),630 €
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),593 €
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),700 €
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),630 €
"Appartement 2 pièces 50 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),720 €
